,entity_id,sex,age_cat,race,priors_count,c_charge_degree,label_value
3697,5650,Male,25 - 45,African-American,5,F,0
3698,5651,Male,25 - 45,Caucasian,12,F,0
3699,5652,Female,25 - 45,African-American,2,F,1
3700,5654,Male,25 - 45,African-American,0,F,0
3701,5655,Female,25 - 45,Caucasian,0,M,0
3702,5657,Male,25 - 45,African-American,7,F,1
3703,5658,Male,Less than 25,African-American,0,F,1
3704,5659,Female,25 - 45,Caucasian,1,M,0
3705,5660,Male,25 - 45,Caucasian,0,F,0
3706,5664,Female,25 - 45,African-American,2,F,0
3707,5665,Female,Greater than 45,Caucasian,4,F,0
3708,5666,Male,25 - 45,Caucasian,3,F,0
3709,5667,Male,25 - 45,Hispanic,5,M,1
3710,5668,Male,25 - 45,African-American,3,F,0
3711,5669,Male,25 - 45,African-American,17,F,1
3712,5670,Male,Less than 25,Caucasian,4,F,1
3713,5671,Male,25 - 45,Caucasian,3,F,1
3714,5672,Male,25 - 45,Other,0,M,0
3715,5673,Male,25 - 45,African-American,10,F,1
3716,5675,Male,Greater than 45,Caucasian,5,M,1
3717,5676,Female,Less than 25,Caucasian,0,M,0
3718,5677,Male,Greater than 45,Caucasian,10,F,1
3719,5678,Male,25 - 45,African-American,16,F,1
3720,5680,Male,25 - 45,African-American,6,M,1
3721,5681,Male,25 - 45,African-American,4,F,1
3722,5684,Male,Less than 25,African-American,0,F,0
3723,5685,Male,25 - 45,Hispanic,1,M,0
3724,5686,Female,Greater than 45,Caucasian,0,M,0
3725,5687,Male,25 - 45,Caucasian,1,F,1
3726,5689,Male,Less than 25,Caucasian,1,F,0
3727,5691,Male,25 - 45,Caucasian,1,M,0
3728,5692,Male,25 - 45,Caucasian,0,M,1
3729,5693,Male,25 - 45,African-American,14,F,1
3730,5695,Female,Greater than 45,Caucasian,0,M,0
3731,5696,Male,25 - 45,Caucasian,4,M,1
3732,5697,Female,Less than 25,African-American,0,M,0
3733,5698,Male,25 - 45,Hispanic,0,M,0
3734,5699,Female,25 - 45,Hispanic,0,F,0
3735,5700,Female,25 - 45,Caucasian,4,F,1
3736,5701,Male,Less than 25,Hispanic,0,M,1
3737,5703,Male,Greater than 45,Hispanic,0,F,0
3738,5707,Male,Greater than 45,African-American,7,F,0
3739,5711,Male,Greater than 45,Caucasian,2,F,1
3740,5713,Male,25 - 45,Other,2,M,1
3741,5716,Male,25 - 45,African-American,5,F,0
3742,5717,Male,25 - 45,African-American,1,M,1
3743,5719,Male,Less than 25,African-American,1,F,0
3744,5722,Male,Greater than 45,African-American,9,F,0
3745,5723,Male,Less than 25,African-American,2,M,1
3746,5724,Male,Greater than 45,Caucasian,1,M,0
3747,5725,Male,Less than 25,African-American,2,F,1
3748,5726,Female,Greater than 45,Caucasian,1,M,1
3749,5727,Male,25 - 45,African-American,21,F,0
3750,5728,Female,25 - 45,African-American,1,F,0
3751,5729,Male,Less than 25,Caucasian,4,M,1
3752,5730,Female,25 - 45,African-American,22,F,1
3753,5731,Male,25 - 45,Caucasian,13,F,1
3754,5732,Female,25 - 45,Caucasian,0,M,1
3755,5733,Male,Less than 25,African-American,0,F,0
3756,5735,Male,25 - 45,African-American,0,F,1
3757,5736,Female,Greater than 45,Caucasian,0,M,0
3758,5738,Male,Greater than 45,African-American,3,F,0
3759,5739,Female,25 - 45,African-American,2,F,1
3760,5740,Male,25 - 45,African-American,9,M,1
3761,5741,Male,25 - 45,Caucasian,0,M,0
3762,5742,Male,25 - 45,African-American,1,F,0
3763,5743,Male,Greater than 45,Caucasian,0,M,0
3764,5745,Male,25 - 45,African-American,2,F,0
3765,5748,Male,Less than 25,African-American,2,F,1
3766,5749,Male,25 - 45,Asian,6,M,0
3767,5750,Male,Greater than 45,African-American,12,F,1
3768,5753,Male,25 - 45,Caucasian,0,M,0
3769,5754,Male,25 - 45,African-American,13,F,1
3770,5755,Male,Greater than 45,Caucasian,2,F,0
3771,5756,Male,25 - 45,African-American,4,F,0
3772,5757,Male,25 - 45,African-American,1,M,0
3773,5759,Male,25 - 45,African-American,1,F,0
3774,5760,Male,25 - 45,Caucasian,0,M,0
3775,5761,Male,25 - 45,Caucasian,0,F,0
3776,5762,Female,25 - 45,Caucasian,0,M,1
3777,5763,Male,25 - 45,Hispanic,0,F,0
3778,5765,Male,Greater than 45,African-American,19,F,0
3779,5768,Male,Greater than 45,African-American,7,M,0
3780,5769,Female,25 - 45,African-American,1,M,0
3781,5772,Male,25 - 45,Caucasian,5,F,1
3782,5773,Male,25 - 45,African-American,1,F,0
3783,5774,Male,Greater than 45,Caucasian,1,F,0
3784,5776,Male,25 - 45,Caucasian,1,F,0
3785,5778,Female,Less than 25,Hispanic,7,M,1
3786,5779,Female,25 - 45,African-American,4,M,1
3787,5782,Female,25 - 45,Hispanic,2,F,1
3788,5784,Male,25 - 45,Caucasian,3,F,1
3789,5785,Male,25 - 45,African-American,0,F,0
3790,5787,Male,Greater than 45,Caucasian,0,M,0
3791,5789,Female,Greater than 45,Hispanic,0,M,0
3792,5790,Male,25 - 45,Other,6,F,0
3793,5792,Male,25 - 45,Caucasian,1,M,1
3794,5793,Female,25 - 45,African-American,1,F,1
3795,5795,Female,25 - 45,Caucasian,0,M,0
3796,5797,Male,Greater than 45,Hispanic,10,F,0
3797,5799,Male,Less than 25,Hispanic,3,M,1
3798,5800,Male,25 - 45,African-American,7,M,0
3799,5801,Male,Greater than 45,Caucasian,6,F,1
3800,5804,Male,Less than 25,African-American,8,F,1
3801,5806,Male,25 - 45,Caucasian,0,F,1
3802,5808,Male,25 - 45,African-American,8,F,1
3803,5809,Male,Greater than 45,African-American,20,M,0
3804,5810,Male,25 - 45,African-American,10,M,1
3805,5811,Male,Less than 25,African-American,1,F,1
3806,5812,Male,Greater than 45,African-American,4,F,0
3807,5813,Male,25 - 45,African-American,0,F,1
3808,5814,Male,25 - 45,Caucasian,0,M,1
3809,5816,Male,25 - 45,African-American,2,F,1
3810,5817,Male,25 - 45,Caucasian,0,M,1
3811,5818,Male,Less than 25,African-American,0,F,0
3812,5820,Male,Less than 25,Caucasian,2,F,1
3813,5821,Male,25 - 45,Caucasian,3,M,0
3814,5824,Female,25 - 45,African-American,0,M,0
3815,5825,Male,Less than 25,African-American,11,F,1
3816,5826,Male,Greater than 45,Caucasian,0,F,0
3817,5827,Male,Less than 25,African-American,2,M,1
3818,5828,Male,25 - 45,African-American,7,F,1
3819,5830,Male,25 - 45,Caucasian,2,F,0
3820,5831,Male,Less than 25,African-American,1,F,0
3821,5832,Male,Greater than 45,Caucasian,1,F,0
3822,5833,Male,Greater than 45,Caucasian,3,F,0
3823,5835,Male,Greater than 45,Caucasian,2,M,1
3824,5836,Male,Less than 25,African-American,1,M,1
3825,5837,Female,25 - 45,Caucasian,0,M,0
3826,5838,Male,25 - 45,Caucasian,0,M,1
3827,5841,Male,25 - 45,Caucasian,1,M,0
3828,5842,Male,25 - 45,African-American,16,F,1
3829,5846,Male,25 - 45,Hispanic,3,M,0
3830,5847,Male,25 - 45,African-American,1,F,0
3831,5849,Male,25 - 45,African-American,0,M,0
3832,5850,Female,25 - 45,Caucasian,2,M,1
3833,5851,Male,25 - 45,Caucasian,16,F,1
3834,5852,Female,Greater than 45,African-American,1,F,0
3835,5853,Male,25 - 45,African-American,0,F,1
3836,5854,Male,25 - 45,African-American,0,M,0
3837,5856,Male,25 - 45,African-American,19,F,1
3838,5857,Male,Less than 25,African-American,1,F,0
3839,5858,Male,25 - 45,Caucasian,0,M,0
3840,5861,Female,25 - 45,Caucasian,3,F,1
3841,5863,Male,Greater than 45,African-American,13,F,1
3842,5864,Male,25 - 45,Hispanic,2,F,1
3843,5865,Male,25 - 45,African-American,4,F,1
3844,5867,Male,25 - 45,Other,0,M,0
3845,5869,Male,25 - 45,Caucasian,2,F,0
3846,5871,Male,Greater than 45,Caucasian,2,F,0
3847,5873,Male,25 - 45,African-American,14,F,1
3848,5875,Male,Less than 25,African-American,0,M,1
3849,5877,Male,25 - 45,African-American,8,F,0
3850,5878,Female,25 - 45,Other,4,F,1
3851,5880,Male,25 - 45,African-American,0,F,0
3852,5881,Male,25 - 45,African-American,0,F,0
3853,5882,Male,25 - 45,African-American,0,F,1
3854,5883,Female,25 - 45,Caucasian,2,F,1
3855,5885,Male,Greater than 45,Caucasian,2,F,1
3856,5886,Male,Greater than 45,Caucasian,0,M,0
3857,5887,Male,Less than 25,African-American,2,F,1
3858,5889,Female,Greater than 45,African-American,2,F,1
3859,5890,Male,25 - 45,African-American,0,M,1
3860,5891,Male,25 - 45,Caucasian,0,F,0
3861,5892,Female,Less than 25,African-American,0,F,1
3862,5895,Male,Less than 25,Caucasian,1,F,0
3863,5896,Male,25 - 45,Caucasian,8,F,0
3864,5898,Male,Less than 25,Caucasian,0,M,0
3865,5899,Male,25 - 45,African-American,0,F,0
3866,5900,Male,25 - 45,Caucasian,4,F,0
3867,5901,Male,Less than 25,Hispanic,3,M,1
3868,5902,Male,Less than 25,African-American,5,F,1
3869,5904,Male,25 - 45,African-American,4,F,1
3870,5905,Male,Greater than 45,Caucasian,9,F,1
3871,5906,Female,25 - 45,African-American,3,M,0
3872,5907,Male,25 - 45,African-American,13,F,0
3873,5908,Male,25 - 45,Caucasian,1,M,1
3874,5912,Male,25 - 45,Hispanic,1,F,0
3875,5914,Male,25 - 45,African-American,2,F,0
3876,5915,Male,Less than 25,Caucasian,0,F,1
3877,5916,Male,25 - 45,African-American,22,M,1
3878,5917,Male,25 - 45,African-American,1,M,1
3879,5918,Male,25 - 45,African-American,2,M,1
3880,5921,Male,Greater than 45,Caucasian,4,M,1
3881,5923,Male,25 - 45,Caucasian,2,F,0
3882,5924,Male,25 - 45,African-American,7,M,1
3883,5926,Male,Greater than 45,African-American,0,M,0
3884,5928,Male,Greater than 45,Caucasian,0,F,0
3885,5929,Male,25 - 45,Caucasian,2,F,1
3886,5930,Female,25 - 45,Caucasian,0,F,1
3887,5931,Female,25 - 45,Caucasian,1,F,0
3888,5932,Male,25 - 45,Caucasian,4,F,1
3889,5933,Male,Greater than 45,African-American,1,F,1
3890,5934,Male,25 - 45,African-American,0,F,1
3891,5935,Male,Less than 25,African-American,3,F,1
3892,5937,Male,25 - 45,African-American,0,M,1
3893,5938,Male,25 - 45,African-American,4,M,1
3894,5939,Male,Greater than 45,Caucasian,2,F,0
3895,5942,Male,25 - 45,Caucasian,1,F,1
3896,5943,Male,25 - 45,Other,2,F,0
3897,5946,Male,Less than 25,Hispanic,0,M,0
3898,5947,Male,25 - 45,Caucasian,2,M,0
3899,5948,Male,Greater than 45,Caucasian,1,M,0
3900,5951,Female,25 - 45,Hispanic,0,F,0
3901,5952,Male,25 - 45,African-American,6,F,0
3902,5953,Male,Greater than 45,Hispanic,18,F,0
3903,5954,Male,Greater than 45,Hispanic,0,M,0
3904,5955,Male,25 - 45,Caucasian,4,M,0
3905,5957,Male,25 - 45,Other,6,F,1
3906,5958,Male,Less than 25,African-American,1,F,1
3907,5960,Male,Greater than 45,Caucasian,0,M,0
3908,5963,Male,Less than 25,Caucasian,1,F,1
3909,5964,Female,Less than 25,African-American,1,F,0
3910,5965,Female,Less than 25,Caucasian,7,M,1
3911,5967,Female,25 - 45,African-American,13,F,1
3912,5968,Male,Greater than 45,Caucasian,9,F,1
3913,5969,Male,25 - 45,Caucasian,0,M,1
3914,5970,Male,25 - 45,Caucasian,2,F,0
3915,5971,Male,Greater than 45,Caucasian,3,F,0
3916,5973,Male,Greater than 45,Caucasian,6,M,1
3917,5974,Male,Less than 25,African-American,1,F,0
3918,5975,Male,Greater than 45,Caucasian,2,F,0
3919,5976,Male,25 - 45,Caucasian,1,F,1
3920,5977,Male,Less than 25,African-American,1,F,1
3921,5978,Male,25 - 45,African-American,5,F,0
3922,5981,Female,25 - 45,Caucasian,1,M,1
3923,5982,Male,25 - 45,African-American,0,F,1
3924,5984,Male,25 - 45,African-American,4,M,0
3925,5985,Male,Greater than 45,Caucasian,0,M,0
3926,5987,Male,25 - 45,Caucasian,5,F,1
3927,5988,Female,Less than 25,Caucasian,0,M,0
3928,5989,Female,25 - 45,Caucasian,0,M,0
3929,5990,Male,Less than 25,Hispanic,1,F,1
3930,5992,Male,Less than 25,African-American,1,M,0
3931,5993,Male,Greater than 45,Caucasian,1,M,0
3932,5994,Female,Less than 25,African-American,0,F,1
3933,5995,Male,25 - 45,Caucasian,6,F,0
3934,5996,Male,25 - 45,African-American,29,F,1
3935,5997,Male,Less than 25,Caucasian,1,F,0
3936,6000,Female,Less than 25,African-American,0,F,1
3937,6001,Male,25 - 45,African-American,11,F,1
3938,6002,Female,25 - 45,African-American,0,M,0
3939,6004,Male,25 - 45,Other,0,F,0
3940,6005,Male,25 - 45,Caucasian,8,F,0
3941,6006,Female,25 - 45,African-American,4,F,0
3942,6009,Male,25 - 45,African-American,6,M,0
3943,6010,Male,Greater than 45,Caucasian,0,M,0
3944,6011,Male,Less than 25,Caucasian,1,F,0
3945,6013,Male,25 - 45,Caucasian,2,F,0
3946,6014,Male,25 - 45,Caucasian,8,F,1
3947,6019,Male,25 - 45,Caucasian,6,F,1
3948,6021,Male,25 - 45,Caucasian,3,M,1
3949,6022,Male,Greater than 45,Caucasian,5,F,1
3950,6023,Male,Greater than 45,Other,0,F,0
3951,6024,Male,25 - 45,African-American,3,F,0
3952,6027,Male,25 - 45,African-American,2,F,1
3953,6029,Male,Less than 25,African-American,0,F,1
3954,6030,Male,Greater than 45,African-American,10,F,0
3955,6032,Male,Less than 25,African-American,0,M,0
3956,6034,Male,Less than 25,Caucasian,2,F,1
3957,6035,Male,Greater than 45,Asian,1,M,0
3958,6036,Male,Less than 25,Other,0,F,0
3959,6040,Male,25 - 45,African-American,0,M,1
3960,6041,Male,Greater than 45,Caucasian,2,F,0
3961,6042,Male,25 - 45,Caucasian,4,M,1
3962,6043,Male,Greater than 45,Caucasian,3,F,0
3963,6044,Male,Less than 25,African-American,3,F,1
3964,6045,Male,25 - 45,Caucasian,2,M,0
3965,6046,Male,Greater than 45,African-American,13,F,0
3966,6047,Male,Greater than 45,Caucasian,2,F,0
3967,6048,Male,25 - 45,African-American,6,F,0
3968,6051,Male,Less than 25,African-American,1,M,0
3969,6055,Female,Less than 25,African-American,0,F,1
3970,6056,Male,25 - 45,Caucasian,17,F,1
3971,6058,Male,25 - 45,Other,0,F,1
3972,6062,Male,Greater than 45,Caucasian,6,F,0
3973,6064,Female,25 - 45,Caucasian,0,M,0
3974,6065,Male,Greater than 45,African-American,19,F,0
3975,6066,Male,Greater than 45,Caucasian,12,M,0
3976,6067,Male,25 - 45,African-American,6,M,1
3977,6070,Male,25 - 45,African-American,0,M,1
3978,6071,Male,Greater than 45,African-American,11,F,0
3979,6073,Male,25 - 45,Caucasian,0,F,0
3980,6074,Male,Greater than 45,Other,7,F,0
3981,6075,Male,25 - 45,African-American,12,F,1
3982,6077,Male,Less than 25,Caucasian,0,F,0
3983,6078,Female,25 - 45,Caucasian,0,F,0
3984,6079,Male,25 - 45,African-American,3,F,0
3985,6080,Male,25 - 45,African-American,1,M,1
3986,6081,Female,25 - 45,Caucasian,3,M,0
3987,6082,Male,Greater than 45,African-American,26,F,1
3988,6083,Female,25 - 45,African-American,1,F,1
3989,6084,Male,25 - 45,African-American,0,F,0
3990,6085,Male,25 - 45,African-American,4,F,0
3991,6087,Female,Greater than 45,Caucasian,6,F,0
3992,6089,Male,25 - 45,African-American,4,F,1
3993,6094,Male,25 - 45,Caucasian,7,F,1
3994,6095,Male,25 - 45,African-American,15,M,1
3995,6096,Male,Less than 25,African-American,1,M,1
3996,6097,Male,25 - 45,Caucasian,2,F,1
3997,6098,Male,25 - 45,African-American,7,F,1
3998,6099,Male,25 - 45,African-American,17,F,1
3999,6100,Male,25 - 45,Caucasian,0,F,1
4000,6101,Male,25 - 45,Caucasian,0,M,0
4001,6103,Male,Less than 25,African-American,1,F,1
4002,6105,Male,25 - 45,African-American,4,F,0
4003,6106,Male,25 - 45,African-American,7,F,0
4004,6107,Female,Less than 25,Caucasian,0,F,0
4005,6108,Male,25 - 45,African-American,0,F,1
4006,6109,Male,Less than 25,Caucasian,0,F,0
4007,6110,Female,Less than 25,Caucasian,0,F,0
4008,6111,Female,Greater than 45,African-American,0,M,0
4009,6112,Male,25 - 45,African-American,0,M,1
4010,6113,Male,Greater than 45,African-American,1,M,1
4011,6114,Female,25 - 45,Caucasian,3,F,0
4012,6116,Male,25 - 45,African-American,3,F,1
4013,6117,Male,25 - 45,African-American,11,F,1
4014,6118,Female,Greater than 45,Caucasian,7,F,0
4015,6119,Female,25 - 45,African-American,5,M,0
4016,6123,Female,Less than 25,Caucasian,2,F,0
4017,6125,Male,25 - 45,African-American,7,F,0
4018,6127,Male,25 - 45,African-American,0,M,0
4019,6129,Male,25 - 45,African-American,1,F,0
4020,6131,Male,Greater than 45,African-American,3,M,0
4021,6133,Male,Greater than 45,Caucasian,0,F,0
4022,6134,Male,25 - 45,African-American,9,F,0
4023,6135,Male,25 - 45,African-American,10,M,1
4024,6137,Male,Greater than 45,Caucasian,0,F,0
4025,6139,Female,25 - 45,African-American,1,M,0
4026,6140,Male,25 - 45,African-American,0,F,0
4027,6143,Male,Greater than 45,African-American,5,F,1
4028,6145,Male,25 - 45,African-American,6,M,0
4029,6146,Male,25 - 45,African-American,0,M,0
4030,6147,Male,Less than 25,African-American,0,F,1
4031,6148,Female,25 - 45,African-American,0,M,0
4032,6149,Male,Less than 25,African-American,0,F,1
4033,6150,Male,25 - 45,Caucasian,0,F,0
4034,6152,Male,25 - 45,African-American,0,M,0
4035,6153,Male,25 - 45,African-American,0,M,0
4036,6154,Male,25 - 45,African-American,1,M,0
4037,6156,Male,25 - 45,Caucasian,4,M,0
4038,6159,Male,25 - 45,African-American,15,F,0
4039,6160,Male,25 - 45,African-American,6,F,1
4040,6161,Male,25 - 45,African-American,6,F,0
4041,6162,Female,25 - 45,Caucasian,2,F,0
4042,6163,Male,25 - 45,African-American,4,M,0
4043,6164,Female,25 - 45,African-American,1,F,0
4044,6165,Male,25 - 45,Caucasian,5,M,1
4045,6166,Male,Less than 25,Caucasian,1,M,1
4046,6167,Female,Greater than 45,African-American,12,M,1
4047,6169,Male,Less than 25,Caucasian,8,F,1
4048,6170,Male,25 - 45,African-American,8,M,1
4049,6171,Female,Greater than 45,African-American,1,F,0
4050,6172,Male,25 - 45,Caucasian,2,F,1
4051,6173,Male,Greater than 45,African-American,0,M,0
4052,6175,Male,25 - 45,African-American,2,F,0
4053,6177,Male,Less than 25,African-American,4,F,0
4054,6178,Male,25 - 45,Caucasian,5,M,0
4055,6179,Male,25 - 45,Caucasian,6,F,1
4056,6180,Male,Less than 25,African-American,2,M,1
4057,6182,Male,25 - 45,African-American,0,M,0
4058,6183,Female,Less than 25,Caucasian,2,M,0
4059,6185,Male,25 - 45,African-American,3,F,1
4060,6189,Female,Greater than 45,Caucasian,1,F,0
4061,6191,Female,25 - 45,African-American,1,F,0
4062,6192,Male,Greater than 45,Caucasian,7,F,0
4063,6193,Male,25 - 45,African-American,1,M,0
4064,6195,Female,Less than 25,Caucasian,3,M,1
4065,6196,Male,Less than 25,African-American,2,F,1
4066,6198,Male,Greater than 45,Caucasian,3,F,0
4067,6199,Male,25 - 45,Caucasian,8,M,1
4068,6200,Male,25 - 45,Hispanic,0,F,0
4069,6201,Female,Greater than 45,Caucasian,1,F,0
4070,6202,Male,25 - 45,Hispanic,4,M,1
4071,6203,Male,25 - 45,African-American,1,M,0
4072,6205,Male,Greater than 45,African-American,15,F,1
4073,6206,Male,Greater than 45,Hispanic,1,F,0
4074,6207,Male,25 - 45,African-American,0,M,1
4075,6208,Male,25 - 45,African-American,1,F,0
4076,6210,Male,Less than 25,African-American,1,F,1
4077,6212,Male,Greater than 45,African-American,0,M,0
4078,6213,Female,25 - 45,Caucasian,1,F,0
4079,6215,Female,Less than 25,Other,0,F,0
4080,6216,Male,Less than 25,African-American,0,F,1
4081,6219,Male,25 - 45,African-American,4,M,0
4082,6221,Male,25 - 45,Caucasian,2,M,0
4083,6222,Male,Less than 25,Other,0,F,1
4084,6223,Male,Greater than 45,Other,2,M,0
4085,6224,Male,Less than 25,Hispanic,1,F,0
4086,6226,Female,25 - 45,Caucasian,0,M,1
4087,6227,Female,Less than 25,African-American,2,F,1
4088,6228,Male,Greater than 45,Caucasian,0,M,0
4089,6229,Male,25 - 45,Caucasian,5,M,1
4090,6230,Female,Greater than 45,Other,0,M,0
4091,6231,Male,Greater than 45,African-American,1,F,0
4092,6234,Female,Greater than 45,African-American,3,F,0
4093,6236,Male,25 - 45,Asian,0,M,0
4094,6238,Male,25 - 45,Hispanic,2,F,0
4095,6239,Male,Greater than 45,African-American,3,F,0
4096,6240,Male,Greater than 45,African-American,0,F,0
4097,6241,Male,25 - 45,Caucasian,2,M,0
4098,6242,Female,Greater than 45,Caucasian,0,M,0
4099,6244,Male,25 - 45,Hispanic,3,F,1
4100,6245,Male,25 - 45,Caucasian,14,F,0
4101,6247,Male,25 - 45,African-American,17,M,1
4102,6248,Male,25 - 45,Caucasian,3,F,0
4103,6249,Male,25 - 45,Caucasian,2,F,1
4104,6250,Male,Less than 25,African-American,1,F,1
4105,6251,Male,25 - 45,African-American,5,F,0
4106,6256,Male,25 - 45,African-American,9,M,1
4107,6259,Male,Greater than 45,Caucasian,1,M,0
4108,6260,Male,25 - 45,Caucasian,1,F,1
4109,6264,Female,25 - 45,African-American,0,F,0
4110,6266,Male,25 - 45,African-American,3,M,0
4111,6267,Female,Greater than 45,Caucasian,0,M,1
4112,6268,Female,25 - 45,African-American,0,F,0
4113,6271,Male,25 - 45,Caucasian,1,F,0
4114,6274,Male,25 - 45,Hispanic,16,F,1
4115,6278,Female,25 - 45,African-American,0,F,0
4116,6280,Male,25 - 45,African-American,0,M,0
4117,6281,Male,25 - 45,Caucasian,5,F,0
4118,6282,Male,Less than 25,Hispanic,1,F,1
4119,6284,Male,Less than 25,African-American,0,F,0
4120,6285,Female,25 - 45,Caucasian,0,F,1
4121,6286,Male,Less than 25,African-American,7,F,1
4122,6287,Male,25 - 45,Caucasian,0,M,0
4123,6289,Female,25 - 45,Caucasian,5,F,1
4124,6292,Male,Greater than 45,African-American,3,M,0
4125,6293,Female,25 - 45,African-American,0,M,0
4126,6296,Male,25 - 45,African-American,1,M,1
4127,6297,Female,25 - 45,Caucasian,6,F,0
4128,6299,Female,Less than 25,African-American,0,M,0
4129,6300,Male,25 - 45,African-American,1,M,0
4130,6301,Male,25 - 45,African-American,1,F,1
4131,6302,Male,Less than 25,African-American,0,M,0
4132,6303,Female,25 - 45,Hispanic,2,M,0
4133,6304,Male,25 - 45,African-American,9,F,1
4134,6305,Female,Less than 25,African-American,2,M,0
4135,6312,Male,25 - 45,African-American,9,F,1
4136,6314,Male,Less than 25,Caucasian,0,F,1
4137,6315,Male,25 - 45,African-American,9,F,1
4138,6317,Male,25 - 45,Caucasian,9,F,1
4139,6319,Male,Less than 25,African-American,2,M,1
4140,6320,Male,25 - 45,African-American,21,F,1
4141,6321,Male,25 - 45,African-American,3,M,0
4142,6322,Male,25 - 45,Caucasian,3,F,1
4143,6323,Male,Greater than 45,Caucasian,2,M,1
4144,6324,Male,Less than 25,Hispanic,2,F,0
4145,6326,Male,Less than 25,Caucasian,3,M,1
4146,6328,Female,Greater than 45,African-American,5,F,0
4147,6330,Female,25 - 45,Caucasian,2,M,0
4148,6332,Male,Greater than 45,African-American,0,F,1
4149,6335,Male,25 - 45,African-American,0,M,0
4150,6336,Male,25 - 45,African-American,5,F,1
4151,6337,Male,Greater than 45,African-American,14,F,0
4152,6338,Male,25 - 45,African-American,2,M,1
4153,6339,Male,Greater than 45,African-American,11,M,1
4154,6341,Male,25 - 45,Other,0,M,0
4155,6344,Male,25 - 45,Caucasian,5,M,0
4156,6345,Male,Less than 25,African-American,0,F,0
4157,6347,Male,Less than 25,African-American,2,F,1
4158,6349,Female,25 - 45,African-American,0,F,0
4159,6353,Male,Greater than 45,African-American,0,M,0
4160,6354,Female,Greater than 45,Caucasian,8,F,1
4161,6356,Male,25 - 45,Hispanic,3,F,1
4162,6359,Male,Greater than 45,African-American,3,F,1
4163,6360,Male,25 - 45,Caucasian,0,F,0
4164,6361,Male,Less than 25,African-American,1,F,0
4165,6362,Female,25 - 45,Hispanic,0,F,1
4166,6365,Male,Greater than 45,African-American,8,F,1
4167,6367,Male,25 - 45,African-American,6,M,1
4168,6368,Male,25 - 45,African-American,10,F,1
4169,6369,Male,25 - 45,Caucasian,2,F,0
4170,6371,Male,25 - 45,African-American,12,F,1
4171,6372,Male,25 - 45,African-American,4,F,1
4172,6373,Male,25 - 45,African-American,7,M,1
4173,6375,Male,25 - 45,African-American,1,M,1
4174,6376,Male,Greater than 45,African-American,2,F,0
4175,6377,Male,25 - 45,Caucasian,2,F,1
4176,6378,Male,25 - 45,African-American,16,F,1
4177,6379,Male,Less than 25,Caucasian,1,F,0
4178,6380,Male,25 - 45,African-American,3,F,0
4179,6381,Male,25 - 45,African-American,13,F,1
4180,6382,Male,25 - 45,African-American,2,F,0
4181,6383,Male,Greater than 45,Caucasian,0,M,1
4182,6384,Male,Less than 25,African-American,6,F,1
4183,6386,Male,25 - 45,Hispanic,2,F,1
4184,6387,Female,Less than 25,Hispanic,0,M,0
4185,6389,Female,25 - 45,Caucasian,6,F,1
4186,6390,Male,Greater than 45,African-American,5,F,0
4187,6391,Male,Less than 25,African-American,2,M,1
4188,6392,Male,Greater than 45,African-American,12,F,1
4189,6393,Male,Less than 25,African-American,1,M,1
4190,6394,Male,Greater than 45,African-American,1,F,0
4191,6395,Male,Greater than 45,Caucasian,1,M,0
4192,6396,Male,Greater than 45,Caucasian,6,F,0
4193,6398,Female,25 - 45,Caucasian,0,M,0
4194,6399,Male,25 - 45,Caucasian,5,F,0
4195,6400,Male,25 - 45,African-American,0,F,1
4196,6401,Male,Greater than 45,Caucasian,1,F,0
4197,6402,Female,25 - 45,African-American,2,M,0
4198,6405,Male,Greater than 45,Caucasian,4,F,0
4199,6406,Male,Greater than 45,Hispanic,15,F,0
4200,6409,Male,25 - 45,African-American,0,F,1
4201,6412,Male,Less than 25,Other,4,F,0
4202,6413,Male,Greater than 45,African-American,9,F,0
4203,6414,Male,25 - 45,Hispanic,4,F,0
4204,6415,Male,Greater than 45,African-American,0,M,0
4205,6420,Male,Less than 25,African-American,9,M,1
4206,6422,Female,Less than 25,African-American,2,F,0
4207,6424,Male,Greater than 45,Hispanic,1,M,0
4208,6425,Female,25 - 45,African-American,2,F,0
4209,6426,Male,25 - 45,Other,5,M,1
4210,6427,Male,25 - 45,African-American,4,M,0
4211,6428,Female,25 - 45,Caucasian,22,M,1
4212,6430,Male,Greater than 45,African-American,0,M,0
4213,6431,Female,Less than 25,Other,2,F,1
4214,6432,Female,25 - 45,Caucasian,3,F,0
4215,6433,Female,25 - 45,Caucasian,1,F,1
4216,6434,Female,25 - 45,Hispanic,2,F,0
4217,6436,Male,25 - 45,Hispanic,0,M,0
4218,6439,Male,25 - 45,African-American,5,F,1
4219,6441,Male,25 - 45,African-American,4,F,0
4220,6442,Male,Less than 25,African-American,1,M,1
4221,6443,Male,25 - 45,Caucasian,5,F,0
4222,6446,Male,25 - 45,Caucasian,0,M,1
4223,6447,Male,Less than 25,African-American,0,F,0
4224,6448,Male,25 - 45,Caucasian,4,M,1
4225,6449,Male,Greater than 45,African-American,11,M,1
4226,6450,Male,25 - 45,African-American,1,F,0
4227,6451,Male,25 - 45,African-American,12,F,1
4228,6453,Male,25 - 45,African-American,13,F,1
4229,6458,Female,25 - 45,Hispanic,0,M,0
4230,6459,Male,Greater than 45,African-American,15,M,1
4231,6462,Male,Less than 25,African-American,3,F,1
